"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"666","Tim Gettinger","NYR","L","2","22.65","0","0","0","0","0","-","2","0.00","0.04","2","2","1","0","1","0","0","0","0","0","0","0","0","1","5","4","1","1","0","100.00"
"668","Logan Brown","OTT","C","1","5.7166666666667","0","0","0","0","0","-","0","-","0.03","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0.00"
"669","William Lockwood","VAN","R","2","26.216666666667","0","0","0","0","0","-","3","0.00","0.1","4","4","1","0","0","0","2","1","1","0","0","0","1","0","6","7","1","0","0","-"
"681","Keaton Middleton","COL","D","3","27.733333333333","0","0","0","0","0","-","2","0.00","0.05","4","3","0","0","0","0","4","2","2","0","0","0","3","0","4","3","1","0","0","-"
"690","Vitaly Abramov","OTT","L","2","19.433333333333","0","0","0","0","0","-","0","-","0.04","2","1","2","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"693","Brett Murray","BUF","L","2","20.95","0","0","0","0","0","0.00","1","0.00","0.23","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","2","1","0","0","-"
"704","Garrett Pilon","WSH","C","1","9.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","0","0","0","-"
"708","Oskar Steen","BOS","C","3","38.566666666667","0","0","0","0","0","-","6","0.00","0.45","10","7","4","1","0","1","2","1","1","0","0","0","1","0","11","2","0","0","0","-"
"709","Matthew Phillips","CGY","C","1","11.316666666667","0","0","0","0","0","-","2","0.00","0.29","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"710","Tanner Laczynski","PHI","C","5","43.666666666667","0","0","0","0","0","0.00","6","0.00","0.66","9","9","8","2","0","0","0","0","0","0","0","0","1","2","5","3","1","9","16","36.00"
"721","Jeffrey Viel","S.J","L","11","79.1","0","0","0","0","0","0.00","10","0.00","0.94","15","11","10","5","2","0","23","7","4","3","0","5","1","0","22","14","0","0","0","-"
"724","Gerald Mayhew","MIN","C","4","41.6","0","0","0","0","0","0.00","4","0.00","0.5","6","4","3","3","0","1","0","0","0","0","0","2","0","1","7","6","4","0","1","0.00"
"727","Vinni Lettieri","ANA","C","5","53.433333333333","0","0","0","0","0","0.00","7","0.00","0.23","10","7","1","1","0","0","0","0","0","0","0","0","1","1","9","4","1","2","3","40.00"
"732","Jonah Gadjovich","VAN","L","1","4.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","17","3","1","1","1","1","0","0","1","0","0","0","0","-"
"736","Kole Lind","VAN","R","7","82.416666666667","0","0","0","0","0","-","4","0.00","0.33","11","7","8","2","1","0","0","0","0","0","0","0","2","2","8","3","3","0","0","-"
"746","Kristian Vesalainen","WPG","L","12","103.03333333333","0","0","0","0","0","-","5","0.00","0.38","10","8","6","2","0","0","0","0","0","0","0","1","2","2","8","10","5","0","0","-"
"758","Morgan Frost","PHI","C","2","18.9","0","0","0","0","0","-","0","-","0.11","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","2","0","10","9","52.63"
"765","Timothy Liljegren","TOR","D","2","25.833333333333","0","0","0","0","0","0.00","1","0.00","0.06","5","3","2","0","0","0","2","1","1","0","0","0","0","0","3","3","1","0","0","-"
"769","David Farrance","NSH","D","2","29.9","0","0","0","0","0","0.00","2","0.00","0.09","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","-"
"777","C.J. Smith","BUF","L","1","7.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","-"
"788","Maksim Sushko","PHI","R","2","19.066666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","-"
"791","Drake Rymsha","L.A","C","1","13.266666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"797","Sheldon Dries","COL","C","3","22.566666666667","0","0","0","0","0","0.00","1","0.00","0.2","5","2","3","1","0","0","4","2","2","0","0","1","0","1","6","1","0","0","1","0.00"
"802","Joey Keane","CAR","D","1","16.2","0","0","0","0","0","-","1","0.00","0.04","3","1","0","0","0","1","0","0","0","0","0","1","1","0","2","4","0","0","0","-"
"808","Sheldon Rempal","CAR","R","3","24.683333333333","0","0","0","0","0","-","3","0.00","0.28","5","4","4","2","1","1","0","0","0","0","0","0","1","1","0","1","3","0","1","0.00"
"818","Joe Veleno","DET","C","5","61.666666666667","0","0","0","0","0","-","6","0.00","0.89","12","8","8","6","1","3","4","2","2","0","0","1","0","1","7","2","3","16","15","51.61"
"822","Martin Kaut","COL","R","5","38.25","0","0","0","0","0","-","2","0.00","0.18","3","2","2","2","1","0","4","2","2","0","0","0","0","0","6","2","1","0","0","-"
"825","Alec Regula","CHI","D","3","35.316666666667","0","0","0","0","0","-","1","0.00","0.04","4","1","1","0","0","0","0","0","0","0","0","0","2","2","3","2","3","0","0","-"
"837","Jacob Bernard-Docker","OTT","D","5","65.483333333333","0","0","0","0","0","0.00","6","0.00","0.25","16","10","2","0","0","0","0","0","0","0","0","0","2","0","3","17","3","0","0","-"
"839","Calen Addison","MIN","D","3","45.65","0","0","0","0","0","0.00","4","0.00","0.12","6","4","2","1","0","1","0","0","0","0","0","0","0","0","2","3","1","0","0","-"
"843","Par Lindholm","BOS","C","1","12.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","1","80.00"
"844","Juuso Riikola","PIT","D","2","18.45","0","0","0","0","0","0.00","1","0.00","0.02","3","1","2","0","0","1","0","0","0","0","0","0","0","0","4","3","1","0","0","-"
"847","Antti Suomela","S.J","C","4","37.2","0","0","0","0","0","-","4","0.00","0.28","5","5","3","2","0","0","0","0","0","0","0","0","1","2","6","3","4","13","11","54.17"
"849","David Gustafsson","WPG","C","4","21.466666666667","0","0","0","0","0","-","1","0.00","0.03","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","11","10","52.38"
"850","Jesse Ylonen","MTL","R","1","10.083333333333","0","0","0","0","0","-","1","0.00","0.17","4","3","2","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","-"
"853","Otto Leskinen","MTL","D","1","16.383333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","2","0","1","4","0","0","0","-"
"854","Simon Benoit","ANA","D","6","90.6","0","0","0","0","0","0.00","3","0.00","0.16","8","6","4","0","0","1","2","1","1","0","0","0","1","0","19","3","8","0","0","-"
"855","Reese Johnson","CHI","C","5","38.15","0","0","0","0","0","-","4","0.00","0.24","5","5","2","1","0","0","9","3","2","1","0","2","0","0","22","11","2","0","1","0.00"
"856","Egor Zamula","PHI","D","2","33.816666666667","0","0","0","0","0","0.00","4","0.00","0.11","7","5","2","0","1","0","0","0","0","0","0","0","0","1","1","2","1","0","0","-"
"859","Brady Keeper","FLA","D","1","7.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"872","Cam York","PHI","D","3","48.783333333333","0","0","0","0","0","0.00","0","-","0.09","4","2","1","0","0","0","0","0","0","0","0","2","0","1","1","4","2","0","0","-"
"876","Ville Heinola","WPG","D","5","71.183333333333","0","0","0","0","0","0.00","8","0.00","0.19","9","9","0","0","0","0","2","1","1","0","0","0","2","1","2","9","9","0","0","-"
"877","Connor McMichael","WSH","C","1","9.9","0","0","0","0","0","-","1","0.00","0.11","2","1","2","1","0","0","2","1","1","0","0","0","0","0","0","1","0","1","0","100.00"
"885","Olle Alsing","OTT","D","4","43.15","0","0","0","0","0","0.00","1","0.00","0.08","3","1","2","1","0","0","0","0","0","0","0","0","2","1","4","2","2","0","0","-"
"886","Joakim Nygard","EDM","L","9","79.533333333333","0","0","0","0","0","0.00","6","0.00","0.26","8","7","5","1","1","0","4","2","2","0","0","4","3","3","4","12","0","1","0","100.00"
"887","Lean Bergmann","S.J","C","1","10.316666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","4","2","2","0","0","0","0","1","3","2","1","0","0","-"
"894","Cole Smith","NSH","L","1","5.95","0","0","0","0","0","-","1","0.00","0.08","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"895","Marc Michaelis","VAN","L","15","135.01666666667","0","0","0","0","0","0.00","3","0.00","0.89","12","8","8","3","0","0","2","1","1","0","0","0","3","3","12","10","10","2","2","50.00"
"897","Jack Ahcan","BOS","D","3","54.1","0","0","0","0","0","-","5","0.00","0.14","5","5","2","0","0","0","0","0","0","0","0","0","0","0","2","2","5","0","0","-"
"909","Brinson Pasichnuk","S.J","D","4","46.083333333333","0","0","0","0","0","0.00","3","0.00","0.13","6","3","3","0","1","0","2","1","1","0","0","0","2","1","2","6","3","0","0","-"
"910","Josh Dunne","CBJ","C","6","62.15","0","0","0","0","0","-","7","0.00","0.74","10","8","6","5","0","3","4","2","2","0","0","1","0","1","12","9","6","6","26","18.75"
"912","Matt Kiersted","FLA","D","7","95.25","0","0","0","0","0","0.00","4","0.00","0.11","9","7","1","0","0","0","2","1","1","0","0","1","7","1","1","16","10","0","0","-"
